Temperature,Heating_Rate,Residence_Time,Plastic_Type,Moisture_Content,Feed_Rate,Catalyst_Ratio,Gas_Yield,CO2_Emission,Risk_Level
510.8,25.1,82.1,PET,3.78,15.37,0.1885,49.02,20.0,Low
470.4,27.6,69.1,PET,6.81,12.6,0.0518,37.9,133.55,Low
352.3,16.1,84.5,HDPE,5.79,7.92,0.0776,40.82,68.0,Low
654.6,26.2,85.1,HDPE,14.73,4.99,0.1404,53.41,70.05,Medium
479.9,34.8,79.2,PP,5.87,15.75,0.0699,46.26,124.68,Low
377.8,38.8,39.3,PET,1.2,10.24,0.1766,39.56,20.0,Low
447.1,38.9,14.3,PP,1.35,5.27,0.277,44.32,20.0,Low
465.7,31.0,60.1,PET,8.86,4.71,0.2244,40.81,20.0,Low
631.0,45.7,108.0,LDPE,8.99,4.14,0.1999,55.53,20.0,Low
593.4,41.8,72.6,PET,6.28,15.77,0.1748,49.58,20.0,Low
607.7,39.1,101.6,PET,6.48,5.35,0.1464,51.69,28.13,Low
304.4,7.5,119.1,LDPE,0.81,11.01,0.056,41.95,67.77,Low
466.5,5.3,28.0,PET,7.75,9.58,0.2684,35.27,20.0,Low
492.5,14.6,86.1,PP,7.57,12.01,0.0746,46.25,84.83,Low
307.7,34.9,84.2,HDPE,2.24,17.67,0.0274,42.66,100.84,Low
403.9,23.5,117.8,HDPE,1.56,17.49,0.225,49.27,20.0,Low
604.1,23.1,118.4,PP,1.85,9.57,0.0527,57.56,157.93,Low
354.8,44.8,85.5,LDPE,1.52,1.29,0.1116,42.41,20.0,Low
514.1,45.3,36.8,PET,9.15,9.1,0.0085,42.93,221.02,Medium
386.1,45.9,97.8,PP,2.95,12.52,0.0411,45.88,108.1,Low
304.8,19.1,21.8,HDPE,3.77,11.6,0.052,34.08,69.51,Low
396.5,36.1,95.9,HDPE,2.6,13.38,0.0163,48.94,138.15,Low
690.3,17.2,110.1,PP,14.37,3.93,0.197,54.94,20.0,Medium
620.6,13.6,52.1,HDPE,12.82,13.28,0.2511,51.72,20.0,Medium
683.8,13.3,79.4,PP,3.46,4.47,0.112,57.64,70.52,Low
495.1,20.4,57.3,HDPE,4.91,15.26,0.2624,49.22,20.0,Low
343.9,24.3,58.2,PP,3.15,7.44,0.064,35.77,59.08,Low
519.2,42.4,44.1,PET,7.38,14.49,0.0976,48.43,80.43,Low
481.8,10.4,93.8,PET,0.29,1.91,0.0452,42.91,137.38,Low
637.7,38.1,113.0,PET,10.07,8.75,0.1862,55.53,20.0,Medium
339.2,28.9,113.5,PET,7.85,14.4,0.126,39.5,20.0,Low
495.3,18.0,29.2,HDPE,13.48,5.31,0.184,38.73,20.0,Low
360.0,27.2,106.2,LDPE,2.47,16.11,0.2285,43.88,20.0,Low
429.9,18.5,91.1,PP,12.06,12.98,0.1637,40.26,20.0,Low
594.9,31.8,37.8,LDPE,11.88,12.16,0.1883,48.57,20.0,Medium
490.4,24.5,17.4,HDPE,1.91,7.72,0.2806,45.39,20.0,Low
450.4,12.4,39.5,HDPE,5.98,10.17,0.0897,41.85,73.26,Low
457.8,10.2,110.3,LDPE,2.55,12.35,0.1077,42.33,20.0,Low
483.8,29.6,79.6,LDPE,3.82,9.98,0.2153,51.16,20.0,Low
614.0,45.6,89.3,HDPE,3.95,14.27,0.1834,57.21,20.0,Low
656.8,20.5,38.3,HDPE,8.34,9.24,0.0536,52.7,175.04,Medium
682.1,38.0,89.1,PP,6.17,4.84,0.1128,57.31,90.53,Medium
614.8,34.6,13.1,PET,14.22,5.06,0.1404,41.65,80.89,Medium
426.2,46.9,51.3,PET,1.9,1.11,0.1258,44.4,20.0,Low
575.3,41.9,78.9,PP,14.61,6.72,0.0535,50.58,173.31,Medium
475.0,30.5,26.1,LDPE,3.46,15.23,0.2773,44.05,20.0,Low
401.9,34.6,100.5,HDPE,11.59,16.09,0.2287,46.25,20.0,Low
636.3,45.4,35.9,LDPE,5.08,4.85,0.1444,53.07,39.5,Low
315.4,23.0,81.8,PET,2.15,19.22,0.204,39.59,20.0,Low
660.7,19.7,54.6,PET,12.87,10.55,0.2692,46.36,20.0,Low
484.6,5.5,75.6,LDPE,4.63,18.42,0.0409,45.86,139.77,Low
554.9,42.2,21.8,PET,9.88,14.43,0.0751,44.36,131.37,Medium
563.7,41.0,11.9,HDPE,8.5,14.73,0.1628,49.97,20.0,Low
658.0,9.7,110.1,PP,7.08,2.62,0.2397,54.02,20.0,Low
554.7,31.0,39.7,LDPE,7.44,5.18,0.0109,45.0,216.41,Medium
545.6,25.9,100.2,HDPE,10.98,1.17,0.2952,52.34,20.0,Low
326.7,10.3,119.9,HDPE,1.32,14.61,0.1365,42.24,20.0,Low
507.4,49.1,33.3,PET,10.02,7.54,0.1078,44.66,69.84,Medium
360.1,14.7,39.2,HDPE,13.44,15.95,0.0878,34.3,73.69,Low
595.0,8.0,82.9,LDPE,0.87,7.44,0.0523,52.58,135.03,Low
504.9,31.8,116.2,HDPE,2.11,16.57,0.2375,54.7,20.0,Low
572.1,38.2,110.7,PP,10.75,3.48,0.2866,49.69,20.0,Low
316.7,6.5,65.3,HDPE,6.56,4.29,0.1241,35.84,20.0,Low
333.9,34.6,97.5,HDPE,6.05,7.48,0.2857,44.8,20.0,Low
586.5,29.0,24.9,PP,2.05,8.76,0.2471,50.77,20.0,Medium
328.8,9.6,117.5,HDPE,7.6,7.63,0.1443,42.05,20.0,Low
328.5,12.8,116.1,HDPE,1.9,15.51,0.2022,45.74,20.0,Low
304.8,30.6,28.0,PET,7.15,2.84,0.1305,29.94,20.0,Low
682.6,18.3,42.9,LDPE,11.45,7.67,0.1676,50.5,20.0,Medium
595.0,47.2,21.0,PET,3.87,16.91,0.0174,50.27,218.3,Medium
441.3,41.8,39.9,LDPE,7.21,2.27,0.2089,43.29,20.0,Low
418.6,49.3,99.8,PP,14.88,18.9,0.0158,43.1,179.35,Low
439.9,16.7,51.6,PP,10.3,19.74,0.2451,39.46,20.0,Low
609.9,48.6,19.7,PP,12.62,2.68,0.2475,43.86,20.0,Medium
564.5,24.4,47.6,LDPE,6.22,6.53,0.0711,44.63,147.87,Low
374.1,20.6,118.0,LDPE,11.52,8.08,0.0971,40.84,26.9,Low
369.6,7.3,79.3,LDPE,0.61,15.75,0.1444,40.95,20.0,Low
339.4,7.4,55.8,PP,1.84,12.32,0.179,38.02,20.0,Low
564.1,36.1,28.3,LDPE,3.05,13.24,0.0862,51.35,94.83,Low
605.7,25.6,118.5,HDPE,6.03,15.39,0.1777,59.65,20.0,Low
406.0,15.2,100.3,PET,12.69,3.24,0.0893,39.47,59.0,Low
308.4,32.6,41.0,PP,5.19,16.83,0.0166,34.63,148.68,Low
332.9,16.4,17.7,PET,9.82,14.41,0.0008,26.18,183.31,Low
687.1,31.0,16.2,HDPE,10.64,11.97,0.0303,51.47,230.28,High
418.2,21.2,23.2,LDPE,8.79,17.9,0.2377,35.07,20.0,Low
607.7,42.1,73.9,PET,5.36,14.31,0.2884,55.38,20.0,Low
549.9,41.9,112.2,HDPE,8.66,4.83,0.1281,56.55,51.03,Low
452.8,26.5,64.6,HDPE,5.13,9.17,0.1538,47.7,20.0,Low
382.3,20.8,102.7,PET,1.26,10.39,0.0441,44.47,98.32,Low
348.6,21.3,59.0,PP,14.89,2.05,0.1653,28.62,20.0,Low
546.0,41.3,87.9,PET,1.91,19.14,0.0434,51.9,161.82,Low
609.9,19.8,90.5,PP,1.09,3.44,0.1834,52.46,20.0,Low
557.6,14.4,29.1,LDPE,13.18,14.25,0.28,41.45,20.0,Low
512.1,8.8,49.7,PP,4.53,10.62,0.0587,42.87,117.42,Medium
316.8,26.0,80.1,LDPE,9.75,1.49,0.2294,37.44,20.0,Low
687.4,26.7,17.8,PET,4.94,18.57,0.0071,49.49,262.79,Medium
619.5,42.8,49.8,LDPE,5.87,17.18,0.1126,54.56,89.07,Medium
417.1,15.0,68.8,HDPE,3.93,10.96,0.0332,42.85,138.47,Low
692.0,22.1,119.6,LDPE,5.15,5.35,0.1057,60.75,100.96,Low
540.8,41.4,62.2,PP,6.16,3.31,0.0521,48.66,150.82,Low
533.0,42.1,99.8,PP,10.81,7.9,0.112,45.72,40.34,Low
599.2,22.3,57.5,PP,7.67,5.85,0.1253,46.75,51.73,Medium
624.7,25.7,97.6,LDPE,14.15,10.63,0.0902,49.68,135.87,Medium
562.6,18.6,75.5,PP,0.63,19.36,0.197,53.93,20.0,Low
351.2,47.0,107.5,PP,7.55,11.92,0.2757,44.39,20.0,Low
435.3,10.3,55.2,HDPE,8.76,17.91,0.1202,39.1,37.18,Low
671.2,47.0,76.5,LDPE,13.8,13.37,0.0577,52.49,212.37,Medium
389.8,35.8,79.3,HDPE,0.74,10.03,0.0812,51.49,50.5,Low
448.9,28.9,55.9,PP,8.6,17.24,0.2562,42.01,20.0,Low
472.8,6.5,25.9,PP,12.8,9.96,0.1715,35.16,20.0,Low
475.8,26.4,20.3,PP,3.63,17.5,0.1365,42.9,20.0,Low
545.2,23.3,11.8,LDPE,13.14,6.54,0.0449,40.72,171.29,Medium
677.2,12.3,106.1,PET,0.29,3.45,0.1349,56.19,50.85,Low
396.3,34.5,36.0,PP,10.99,17.25,0.0835,37.08,63.94,Low
348.6,48.7,33.3,PP,14.0,12.16,0.2829,33.72,20.0,Low
379.0,30.3,91.0,PP,9.86,17.89,0.2652,42.09,20.0,Low
654.8,37.2,45.2,PP,6.59,18.82,0.0252,52.24,230.19,Medium
558.3,8.1,65.7,LDPE,0.67,2.02,0.155,50.38,20.0,Low
414.4,23.8,27.9,PET,13.8,10.52,0.0675,30.25,104.72,Low
626.4,10.2,115.6,PET,7.05,8.12,0.1232,50.03,58.96,Low
644.5,32.6,103.7,PET,0.43,12.89,0.2631,59.77,20.0,Low
638.6,47.2,105.0,PP,10.35,16.08,0.1583,55.51,20.9,Low
667.6,34.8,54.7,PP,7.23,6.33,0.1003,53.69,124.82,Medium
400.9,8.5,93.9,PET,1.87,11.58,0.0624,40.17,76.64,Low
602.0,21.0,25.8,PET,3.21,14.47,0.2401,48.65,20.0,Medium
484.2,29.8,10.9,PP,0.97,3.55,0.1874,42.3,20.0,Low
636.8,23.1,12.2,PP,8.61,16.47,0.1404,46.25,52.52,Medium
591.4,42.5,74.5,HDPE,9.33,12.52,0.0652,55.02,135.63,Medium
610.6,41.7,60.1,HDPE,7.59,19.04,0.1003,56.56,103.13,Medium
562.5,32.5,67.0,HDPE,12.26,7.45,0.288,49.0,20.0,Medium
371.0,21.8,10.8,PET,12.92,3.05,0.156,32.84,20.0,Low
518.0,16.5,56.5,LDPE,9.23,10.62,0.1202,43.68,48.45,Low
693.9,9.8,89.0,PP,0.19,2.63,0.1564,56.39,30.55,Low
675.0,21.0,58.7,HDPE,10.43,19.42,0.2337,55.23,20.0,Low
317.3,23.6,90.5,LDPE,6.27,1.74,0.102,37.08,20.0,Low
365.9,35.4,35.6,PP,8.48,15.32,0.0536,36.58,105.48,Low
352.7,34.6,99.4,LDPE,9.74,10.98,0.1755,39.98,20.0,Low
590.4,8.2,74.7,PET,5.25,8.0,0.1996,47.83,20.0,Low
627.1,22.8,33.2,PET,13.76,2.25,0.2138,41.66,20.0,Medium
385.4,13.2,36.0,PET,2.01,12.82,0.2646,38.77,20.0,Low
502.3,12.1,79.1,HDPE,10.07,12.12,0.1114,43.86,46.8,Low
636.3,42.2,101.3,PP,0.07,6.34,0.0226,57.0,199.76,Low
593.1,6.9,55.7,PET,13.87,18.29,0.2875,43.04,20.0,Low
516.9,23.9,38.4,HDPE,1.69,6.78,0.1305,52.32,20.0,Low
536.1,12.6,105.4,HDPE,1.42,9.54,0.187,54.01,20.0,Low
503.3,44.6,83.6,HDPE,5.0,11.33,0.1999,54.22,20.0,Low
419.0,30.1,59.3,HDPE,5.6,2.9,0.164,46.87,20.0,Low
526.0,15.4,63.7,PET,3.21,18.71,0.0616,46.27,152.51,Low
575.6,27.6,32.5,HDPE,8.78,8.12,0.2265,48.26,20.0,Low
649.3,37.9,78.9,PET,6.64,2.53,0.2411,51.28,20.0,Low
554.5,48.1,49.5,PET,0.51,8.36,0.1659,45.65,20.0,Low
604.4,14.9,119.5,HDPE,4.79,12.4,0.1466,57.09,20.0,Low
364.0,44.9,62.8,PET,12.16,10.76,0.0342,37.16,156.61,Low
484.6,47.0,63.4,PP,10.35,14.2,0.0252,41.72,176.46,Low
303.7,46.2,72.2,PP,10.87,2.05,0.1019,37.06,20.0,Low
398.7,33.6,110.8,LDPE,10.47,6.41,0.0933,40.49,42.81,Low
590.6,33.3,98.1,PP,4.66,16.57,0.2861,55.02,20.0,Low
696.7,23.1,59.6,PET,1.49,2.52,0.2351,56.76,20.0,Medium
339.7,38.9,89.1,PET,4.09,17.25,0.198,38.62,20.0,Low
460.6,28.9,74.5,PP,12.48,2.75,0.1553,41.76,20.0,Low
620.0,35.5,64.2,HDPE,14.71,16.85,0.0502,49.75,201.37,Medium
381.6,24.3,31.2,HDPE,7.41,7.85,0.2935,41.18,20.0,Low
522.0,37.9,61.0,PET,0.15,12.63,0.1125,48.74,50.71,Low
593.2,42.1,37.0,HDPE,2.1,3.9,0.0321,54.06,205.12,Medium
546.4,11.6,110.6,LDPE,4.83,2.26,0.1481,53.77,20.0,Low
375.2,42.5,46.9,LDPE,8.68,5.1,0.2622,40.06,20.0,Low
442.2,29.3,114.7,PP,1.13,3.43,0.2662,48.61,20.0,Low
613.5,43.0,68.6,PP,14.15,6.94,0.0033,48.24,264.36,Medium
521.7,24.4,79.5,HDPE,5.48,10.77,0.2659,51.32,20.0,Low
302.1,22.1,69.7,PET,13.69,12.19,0.0814,29.61,74.14,Low
604.4,46.2,24.2,PP,11.71,16.01,0.0117,51.03,231.06,Medium
314.1,16.3,51.3,LDPE,11.33,13.47,0.2543,32.79,20.0,Low
598.3,43.0,20.9,PP,9.1,12.57,0.2592,43.56,20.0,Medium
381.0,26.8,78.5,PP,9.4,8.82,0.1789,38.12,20.0,Low
683.2,28.1,59.2,LDPE,9.57,10.0,0.1723,48.92,20.0,Medium
447.2,18.9,95.6,PET,9.43,8.88,0.2439,40.74,20.0,Low
430.8,30.8,34.3,PP,8.31,17.0,0.2359,35.41,20.0,Low
359.6,19.6,28.1,PP,14.8,5.37,0.267,29.38,20.0,Low
422.2,6.8,54.7,PP,10.98,1.11,0.1658,33.46,20.0,Low
650.7,17.2,111.9,HDPE,11.65,13.38,0.2903,57.6,20.0,Low
698.5,5.3,88.1,PP,13.09,4.85,0.2988,52.46,20.0,Medium
447.3,49.0,56.1,LDPE,3.23,17.91,0.035,45.92,158.34,Low
479.4,48.5,66.9,PET,1.26,17.32,0.2549,47.61,20.0,Low
588.8,22.8,19.3,PET,7.24,2.46,0.1499,40.6,22.76,Low
654.5,37.8,118.3,LDPE,7.71,3.02,0.1163,58.72,86.2,Low
537.2,20.6,83.3,HDPE,12.44,10.41,0.1839,52.13,20.0,Low
456.6,35.2,41.4,LDPE,6.66,12.58,0.0168,42.24,182.42,Low
465.0,41.2,74.4,PET,8.56,6.22,0.1519,41.96,20.0,Low
578.2,47.6,22.0,LDPE,7.91,14.62,0.2613,44.93,20.0,Medium
301.3,23.0,116.2,HDPE,0.57,12.3,0.064,42.88,29.28,Low
547.8,40.2,29.2,PET,9.23,7.17,0.1279,43.69,70.26,Medium
442.2,17.0,81.3,HDPE,12.42,1.48,0.2818,45.65,20.0,Low
617.7,49.6,37.0,LDPE,2.36,15.25,0.1286,53.78,50.16,Low
337.2,6.2,88.9,PP,8.91,5.08,0.1075,37.27,20.0,Low
535.3,32.2,95.5,LDPE,8.9,16.86,0.1322,50.24,20.0,Low
492.4,34.7,84.1,HDPE,2.46,8.99,0.1558,53.37,20.0,Low
556.9,36.0,77.6,LDPE,1.85,11.96,0.1896,51.36,20.0,Low
325.9,10.4,108.2,PP,14.7,17.59,0.2402,35.19,20.0,Low
532.0,47.2,18.6,HDPE,5.91,17.41,0.1356,46.84,26.55,Low
524.6,13.2,46.4,LDPE,3.41,8.06,0.2452,45.81,20.0,Low
524.3,33.0,37.3,HDPE,2.57,4.97,0.1601,50.68,20.0,Low
541.4,15.0,118.7,HDPE,10.01,15.73,0.1015,54.92,73.08,Low
570.6,18.8,52.8,PET,9.14,9.23,0.1974,41.44,20.0,Low
622.0,29.6,90.6,PET,9.65,4.65,0.2153,51.52,20.0,Medium
407.9,23.8,85.3,HDPE,1.32,18.18,0.1674,50.74,20.0,Low
630.0,12.2,33.3,LDPE,13.4,4.76,0.017,45.29,236.63,Medium
499.3,12.7,36.3,LDPE,5.84,1.49,0.051,43.14,122.22,Medium
330.8,23.8,40.9,LDPE,4.7,1.39,0.0856,36.45,29.66,Low
323.4,39.1,55.2,PP,6.94,12.82,0.0848,39.05,27.69,Low
433.7,45.4,35.8,HDPE,5.85,13.57,0.202,43.0,20.0,Low
614.0,8.8,12.2,HDPE,12.95,6.91,0.0055,41.33,250.9,High
583.1,22.7,106.7,PP,13.94,7.08,0.2267,49.11,20.0,Low
615.4,9.5,116.2,HDPE,4.55,7.45,0.0796,52.82,126.24,Low
506.9,5.7,47.6,HDPE,12.96,13.92,0.093,44.17,83.34,Medium
476.1,34.8,47.2,PP,11.72,2.1,0.1584,43.43,20.0,Low
359.0,32.1,10.8,PET,13.96,18.65,0.0648,27.5,99.86,Low
431.3,12.3,84.8,HDPE,3.69,5.23,0.2653,46.33,20.0,Low
473.6,15.5,100.8,PP,8.65,19.99,0.0256,43.95,160.39,Low
335.4,6.1,26.1,LDPE,4.12,4.26,0.1333,33.18,20.0,Low
388.2,42.6,27.6,PET,12.36,15.66,0.2548,34.22,20.0,Low
539.3,48.9,96.9,LDPE,0.08,5.24,0.1848,56.6,20.0,Low
594.3,11.1,77.8,HDPE,8.47,2.54,0.0877,50.9,117.34,Low
699.3,15.4,14.9,PET,5.09,17.62,0.1262,50.68,101.46,Medium
673.2,44.1,78.5,PP,4.84,17.32,0.212,58.88,20.0,Medium
557.0,46.7,44.0,HDPE,9.67,8.67,0.292,49.45,20.0,Medium
468.5,23.9,50.6,PP,12.77,14.35,0.2679,42.48,20.0,Low
554.5,7.3,94.7,PET,9.14,11.58,0.1027,42.25,100.56,Medium
614.3,6.8,99.2,LDPE,12.8,17.21,0.2995,49.24,20.0,Low
347.3,30.8,54.0,HDPE,3.97,6.99,0.0011,42.73,157.62,Low
464.0,22.7,114.2,HDPE,7.79,10.95,0.0083,47.3,191.58,Low
635.9,6.3,54.7,PP,6.76,10.22,0.2472,50.28,20.0,Low
453.5,31.2,94.9,PET,0.17,7.72,0.0598,47.69,101.39,Low
528.7,5.5,63.2,PP,8.35,17.94,0.0182,41.24,180.26,Medium
535.1,40.4,108.7,PET,9.92,4.15,0.0711,47.75,133.93,Low
373.8,18.8,109.9,HDPE,8.88,3.84,0.1278,43.24,20.0,Low
444.9,6.8,19.6,PET,11.04,11.96,0.2192,31.97,20.0,Low
433.8,31.5,113.0,HDPE,8.57,13.49,0.1873,53.13,20.0,Low
310.5,22.9,100.8,PET,1.0,4.7,0.0713,37.21,40.0,Low
309.7,48.8,97.0,LDPE,1.75,8.42,0.151,45.02,20.0,Low
632.7,29.5,32.1,PET,8.95,18.98,0.2779,46.28,20.0,Medium
409.2,17.4,98.6,LDPE,4.12,5.69,0.2445,42.07,20.0,Low
507.2,36.9,103.5,PET,1.19,13.7,0.097,50.43,64.35,Low
419.5,17.2,41.8,PET,6.44,15.06,0.2947,38.59,20.0,Low
676.3,45.7,114.7,PP,8.31,9.51,0.2126,61.31,20.0,Low
403.7,21.9,15.5,PP,4.93,18.81,0.0187,39.36,162.58,Low
471.9,29.7,26.5,HDPE,10.81,15.0,0.0105,47.23,204.05,Medium
649.1,7.3,69.1,PP,9.66,9.7,0.0505,49.64,198.01,Medium
636.8,24.2,73.3,PET,4.99,11.82,0.2184,50.39,20.0,Low
374.4,42.5,81.0,PP,11.32,14.16,0.0551,39.96,107.56,Low
621.1,41.3,11.9,PET,9.73,12.25,0.1534,44.5,50.6,Medium
483.3,15.1,115.6,LDPE,9.56,17.7,0.028,47.14,187.02,Low
493.2,15.2,14.9,PET,8.3,7.78,0.2763,35.01,20.0,Low
353.4,41.8,25.7,HDPE,0.17,6.7,0.1032,47.07,20.0,Low
332.2,46.9,11.5,LDPE,10.45,5.06,0.2724,35.07,20.0,Low
591.2,9.3,72.4,HDPE,5.64,1.72,0.2835,49.51,20.0,Low
498.6,25.3,112.5,HDPE,14.14,1.82,0.0018,45.98,215.67,Low
474.7,20.2,83.3,HDPE,12.27,17.53,0.1392,46.61,20.0,Low
591.8,44.2,100.5,PP,8.82,13.89,0.0074,55.03,245.15,Low
606.2,8.8,11.5,HDPE,3.78,13.55,0.2726,47.03,20.0,Medium
363.6,14.5,69.6,LDPE,3.06,12.68,0.1555,40.87,20.0,Low
544.1,38.9,60.6,PET,5.11,17.14,0.0225,42.6,194.45,Medium
354.1,7.3,64.9,HDPE,7.15,10.13,0.0331,38.04,115.08,Low
600.6,27.2,17.9,LDPE,4.44,17.54,0.1151,49.76,74.69,Medium
562.8,24.9,85.3,HDPE,7.72,7.83,0.2821,51.9,20.0,Low
682.6,20.0,65.4,PET,2.48,18.61,0.2079,51.15,20.0,Medium
327.6,22.8,94.2,LDPE,14.67,14.27,0.2603,35.45,20.0,Low
322.8,28.8,63.4,LDPE,1.62,5.89,0.1099,37.63,20.0,Low
412.9,12.3,26.4,PET,13.98,11.72,0.013,31.32,200.78,Medium
